ISBN,Title,Author,Publisher,Publication Year,Subjects
0061961116,Secrets of the crown,"Epstein, Adam Jay","Harper,",2011,Juvenile fiction
0374363587,Best in show for Rotten Ralph,"Gantos, Jack","Farrar Straus Giroux,",2005,Juvenile fiction
1481411373,My spring robin,"Rockwell, Anne F.","Aladdin,",2015,Fiction Spring Robins
125006113X,"Unforgettable : a son, a mother, and the lessons of a lifetime","Simon, Scott","Flatiron Books,",2015,Family
0735840628,Bertha and the frog choir,"Foccroulle, Luc, 1967-","North South Books,",2012,Juvenile
1452144230,My wild family,"Moreau, Laurent, 1982-","Chronicle Books,",2015,Animals Juvenile fiction
0316297798,The Tapper twins go to war (with each other),"Rodkey, Geoff, 1970-","Little, Brown and Company,",2015,Juvenile fiction New
014242059X,Between shades of gray,"Sepetys, Ruta","Speak,",2012,Juvenile fiction History
1936608693,Paleo slow cooking : gluten free recipes made simple,"Gower, Chrissy","Victory Belt,",2012,Electric
0763665142,I will never get a star on Mrs. Benson's blackboard,"Mann, Jennifer K.","Candlewick Press,",2015,Teachers Juvenile fiction
0345805615,Torch,"Strayed, Cheryl, 1968-","Vintage Books,",2012,Fiction in Cancer
0439829739,Owen & Mzee : the true story of a remarkable friendship,"Hatkoff, Isabella","Scholastic Press,",2006,Juvenile literature Kenya
0316007021,Drood : a novel,"Simmons, Dan, 1948-","Little, Brown and Co.,",2009,Fiction fiction
080508696X,Duck tents,"Berry, Lynne, 1953-","Henry Holt and Co.,",2009,Juvenile fiction
0807546445,Little Rooster's diamond button,"MacDonald, Margaret Read, 1940-","A. Whitman,",2007,Folklore Juvenile literature
0810983958,All the seasons of the year,"Rose, Deborah Lee","Abrams Books for Young Readers,",2010,Juvenile fiction
0451464974,River of stars,"Kay, Guy Gavriel","Roc,",2013,Fathers
006075687X,The ultimate guide to grandmas & grandpas,"Lloyd-Jones, Sally, 1960-","HarperCollinsPublishers,",2008,Grandparent
1594205132,The trauma of everyday life,"Epstein, Mark, 1953-","The Penguin Press,",2013,Psychic
1936608480,Gather : the art of paleo entertaining,"Mason, Hayley","Victory Belt Publishing Inc.,",2013,free diet Recipes
0316153761,Mail Harry to the moon!,"Harris, Robie H.","Little, Brown and Co. Books for Young Readers,",2008,Brothers
0525479643,A cold winter's Good Knight,"Thomas, Shelley Moore","Dutton Children's Books,",2008,Dragons
0307275973,Espresso tales,"McCall Smith, Alexander, 1948-","Anchor Books,",2006,Fiction
0670059811,Get up and go!,"Carlson, Nancy L.","New York,",2006,Exercise
0805073191,Why do you cry? : not a sob story,"Klise, Kate","Henry Holt,",2006,Juvenile fiction
0811876969,Twelve dancing princesses,"Barrager, Brigette","Chronicle Books,",2011,Fairy
0763645702,Ladder to the moon,"Soetoro-Ng, Maya, 1970-","Candlewick Press,",2011,Juvenile fiction
0374318352,Dot,"Intriago, Patricia","Farrar Straus Giroux,",2011,Juvenile fiction Synonyms
076364496X,Mitchell's license,"Durand, Hallie","Candlewick Press,",2011,Juvenile fiction
0374318298,"No laughing, no smiling, no giggling","Stevenson, James, 1929-2017","Farrar, Straus and Giroux,",2004,Juvenile Fiction
0888994486,"Stella, fairy of the forest","Gay, Marie-Louise","Douglas & McIntyre,",2002,Juvenile
0446578924,Undress me in the Temple of Heaven,"Gilman, Susan Jane","Grand Central Pub.,",2009,and China China
039925076X,In our mothers' house,"Polacco, Patricia","Philomel Books,",2009,Juvenile fiction
0061787426,Love medicine,"Erdrich, Louise","HarperCollins Publishers,",2009,Indians North Fiction
0618750436,The lemonade war,"Davies, Jacqueline, 1962-","Houghton Mifflin Company,",2007,Fiction Juvenile
1558580093,The rainbow fish,"Pfister, Marcus","North-South Books,",1992,Juvenile fiction
0399244522,Emma Kate,"Polacco, Patricia","Philomel Books,",2005,Fiction
0689876688,Sleeping Bobby,"Osborne, Will","Atheneum Books for Young Readers,",2005,Fairy
0307958701,What we talk about when we talk about Anne Frank : stories,"Englander, Nathan","Knopf,",2012,Short
1616559713,Plants vs. zombies. Grown sweet home,"Tobin, Paul, 1965-","Dark Horse Books,",2016,Comic books strips
0810983982,Bear in the air,"Meyers, Susan","Abrams Books for Young Readers,",2010,Juvenile fiction
0763682241,A brave bear,"Taylor, Sean, 1965-","Candlewick Press,",2016,Fathers and sons
1118134613,Windows 8 for dummies,"Rathbone, Andy","Wiley ; John Wiley [distributor],",2012,Microsoft
0385755708,My favorite pets by Gus W. for Ms. Smolinski's class,"Birdsall, Jeanne","Alfred A. Knopf,",2016,Sheep Juvenile fiction
1419722042,All my treasures : a book of joy,"Witek, Jo, 1968-","Abrams Appleseed,",2016,Happiness Juvenile fiction
1524732060,The spy : a novel,"Coelho, Paulo","Alfred A. Knopf,",2016,Fiction fiction
1410489450,The hidden oracle,"Riordan, Rick","Thorndike Press,",2016,Fiction Greek Apollo
0525479015,Mirror mirror : a book of reversible verse,"Singer, Marilyn","Dutton Children's Books,",2010,literature Juvenile Characters
0399163573,The ghostfaces,"Flanagan, John (John Anthony)","Philomel Books,",2016,Fiction
0399242430,Bella and Stella come home,"Denise, Anika","Philomel Books,",2010,Moving
0446572594,The Sherlockian,"Moore, Graham, 1981-","Twelve,",2010,Fiction England London
1426214669,Andy Warhol was a hoarder : inside the minds of history's great personalities,"Kalb, Claudia.","National Geographic Books,",2016,Fame
0763689459,Fairy Felicity's moonlight adventure,"Murray, Alison (Illustrator)","Nosy Crow,",2016,Juvenile fiction Fiction
0763681830,One hundred bones!,"Zommer, Yuval","Templar Books, an imprint of Candlewick Press,",2016,Juvenile fiction
1410490785,Lab girl,"Jahren, Hope.","Thorndike Press,",2016,Biography
1604694513,"The Pacific Northwest garden tour : the 60 best gardens to visit in Oregon, Washington, and British Columbia","Olson, Donald","Timber Press,",2014,Northwest Pacific
0763666793,The farmer's away! Baa! Neigh!,"Kennedy, Anne Vittur,","Candlewick Press,",2014,Fiction Domestic animals
1250049946,Rosalie Lightning,"Hart, Tom, 1969-","St. Martin's Press,",2016,Comic books strips
0307957047,Fields of blood : religion and the history of violence,"Armstrong, Karen, 1944-","Alfred A. Knopf,",2014,Violence
1561456209,Mooshka : a quilt story,"Paschkis, Julie","Peachtree,",2012,Juvenile fiction
1250092140,City of the lost,"Armstrong, Kelley","Minotaur Books,",2016,Fiction
0805078371,The revenge of the McNasty brothers,"Trine, Greg","Henry Holt,",2006,Heroes
0804170703,Veronica Mars. The thousand-dollar tan line,"Thomas, Rob","Vintage Books, A division of Random House LLC,",2014,Fiction
0375868542,Mario makes a move,"McElmurry, Jill","Schwartz & Wade Books,",2012,Juvenile
0807587257,The mystery of the Wild West bandit,"Warner, Gertrude Chandler, 1890-1979","Albert Whitman and Company,",2014,Juvenile fiction and
0761455809,There was an old monkey who swallowed a frog,"Ward, Jennifer, 1963-","Marshall Cavendish Children,",2010,Juvenile Folk songs
0547338023,The little prince,"Sfar, Joann","Houghton Mifflin Harcourt,",2010,Comic books strips
0380813815,"Lamb : the Gospel according to Biff, Christ's childhood pal","Moore, Christopher, 1957-","Perennial,",2003,Fiction Jesus Christ
0670059390,Bones and the cupcake mystery,"Adler, David A.","Viking,",2005,Cake
0374116938,The broken shore,"Temple, Peter, 1946-","Farrar, Straus and Giroux,",2007,Fiction
0316068225,"This is water : some thoughts, delivered on a significant occasion, about living a compassionate life","Wallace, David Foster","Little, Brown,",2009,Education
0785156623,Fear itself,"Fraction, Matt","Marvel Worldwide, Inc.,",2011,books strips etc
037583902X,Anatole and the cat,"Titus, Eve","Alfred A. Knopf,",2006,Juvenile fiction
0307264653,Terrorist,"Updike, John","Alfred A. Knopf,",2006,Fiction
031603116X,This one is mine : a novel,"Semple, Maria","Little, Brown and Co.,",2008,Fiction
0061470856,Serena : a novel,"Rash, Ron, 1953-","Ecco,",2008,Fiction
0374180660,Thank you for your service,"Finkel, David, 1955-","Sarah Crichton Books/Farrar, Straus and Giroux,",2013,Iraq War 2003
1419708015,I can see just fine,"Barclay, Eric","Abrams Appleseed,",2013,Juvenile
159643368X,Hush little polar bear,"Mack, Jeff","Roaring Brook Press,",2008,Juvenile fiction
0316080845,Black butler. 1,"Toboso, Yana, 1984-","Yen Press,",2010,Comic books strips
0763632430,The Patterson puppies and the midnight monster party,"Patricelli, Leslie","Candlewick Press,",2010,Juvenile fiction
1605986992,The edge of the world : a cultural history of the North Sea and the transformation of Europe,"Pye, Michael, 1946-","Pegasus Books,",2015,Europe History Northern
1481446517,The blackthorn key,"Sands, Kevin.","Aladdin,",2015,Fiction Juvenile fiction
1250058902,"Humans of New York, stories","Stanton, Brandon","St. Martin's Press,",2015,New York State
054432398X,Resilience : hard-won wisdom for living a better life,"Greitens, Eric, 1974-","Houghton Mifflin Harcourt,",2015,Resilience
0805094695,"I, fly : the buzz about flies and how awesome they are","Heos, Bridget","Henry Holt and Company,",2015,Housefly Juvenile
0805099220,My autumn book,"Yee, Wong Herbert","Henry Holt and Company,",2015,Stories
1481402633,Wish upon a starfish,"Dadey, Debbie","Aladdin,",2015,Juvenile fiction Fiction
0763675911,The elephantom,"Collins, Ross","Templar Books, and imprint of Candlewick Press,",2015,Elephants Juvenile fiction
0316043672,The scarecrow [text (large print)] : a novel,"Connelly, Michael, 1956-","Little, Brown and Co. Large Print,",2009,Fiction
1617691364,Alabama Studio sewing patterns : a guide to customizing a hand-stitched Alabama Chanin wardrobe,"Chanin, Natalie","STC Craft,",2015,Sewing
0763674818,Melissa's octopus and other unsuitable pets,"Voake, Charlotte","Candlewick Press,",2015,Pets
0060753463,Is there really a human race?,"Curtis, Jamie Lee, 1958-","Joanna Cotler Books,",2006,Conduct
1419703854,Because you are my teacher,"North, Sherry","Abrams Books for Young Readers,",2012,Juvenile fiction
0380709120,Henry Huggins,"Cleary, Beverly","HarperCollins Publishers,",2000,Dogs
1416572449,The anthologist,"Baker, Nicholson","Simon & Schuster,",2009,Poets
0374301085,"Tractor Mac, tune-up","Steers, Billy","Farrar Straus Giroux,",2015,Juvenile
0810989263,Where is the cake now?,"The, Tjong Khing","Abrams,",2009,Juvenile
1596433450,Don't look now,"Briant, Ed","Roaring Brook Press,",2009,Juvenile
1597073318,"Saban's Power Rangers super samurai. 1, Memory short","Petrucha, Stefan","Papercutz : Distributed by Macmillan,",2012,Comic books strips
0785124241,"Captain America : the death of Captain America. [Vol. 2], The burden of dreams","Brubaker, Ed","Marvel,",2008,books strips etc
0786804726,Bunny's noisy book,"Brown, Margaret Wise, 1910-1952","Hyperion Books,",2000,Rabbits
1933308184,Mother Earth and her children : a quilted fairy tale,"Olfers, Sibylle, 1881-1916","Breckling Press,",2007,Juvenile
0763644374,Brontorina,"Howe, James, 1946-","Candlewick Press,",2010,Juvenile fiction
0316182346,"The tale of the dueling neurosurgeons : the history of the human brain as revealed by true stories of trauma, madness, and recovery","Kean, Sam","Little, Brown and Company,",2014,Popular works Brain
0544133331,Sweet Paul eat & make : charming recipes + kitchen crafts you will love,"Lowe, Paul, 1966-","Houghton Mifflin Harcourt,",2014,Cooking
0765325780,Dreadnought,"Priest, Cherie","Tor,",2010,Fiction
1442422661,Sleepyheads,"Howatt, Sandra J.","Beach Lane Books,",2014,Juvenile fiction Sleep
0525422463,Snow Dog's journey,"Krupinski, Loretta","Dutton Children's Books,",2010,Dogs
0525472185,Rough weather ahead for Walter the farting dog,"Kotzwinkle, William","Dutton Children's Books,",2005,Dogs
0735822352,"I have a little problem, said the bear","Janisch, Heinz","North-South,",2009,Listening
0618618651,Thunder-Boomer!,"Crum, Shutta","Clarion Books,",2009,Juvenile
067005948X,Bones and the dog gone mystery,"Adler, David A.","Viking,",2004,and Fiction
1465408991,Electricity,"Parker, Steve, 1952-","DK Pub.,",2013,Juvenile
0735841098,Mama Hen's big day!,"Latter, Jill",North South Books,2013,Hens
1442436077,Love is you & me,"Sheehan, Monica","Little Simon,",2013,Stories
0544057392,Cub's big world,"Thomson, Sarah L.","Harcourt Children's Books, Houghton Mifflin Harcourt,",2013,Juvenile fiction
0805095209,Trixie ten,"Massini, Sarah","Henry Holt,",2013,Fiction
1554532515,Lost and found,"Mason, Adrienne","Kids Can Press,",2008,Fiction
0374249393,The rest is noise : listening to the twentieth century,"Ross, Alex, 1968-","Farrar, Straus and Giroux,",2007,Music
0740721356,"Calvin and Hobbes : Sunday pages, 1985-1995 : an exhibition catalogue","Watterson, Bill","A. McMeel Pub.,",2001,Watterson Bill
0803731531,The Looking Glass Wars,"Beddor, Frank","Dial Books,",2006,Juvenile fiction Alice
1416915338,Hans my hedgehog : a tale from the Brothers Grimm,"Coombs, Kate","Atheneum Books for Young Readers,",2012,Fairy
0763658677,Arthur's dream boat,"Dunbar, Polly","Candlewick Press,",2012,Juvenile fiction
0312591330,A foreign country,"Cumming, Charles, 1971-","St. Martin's Press,",2012,Fiction Great Britain
0764164910,The wheels on the bus,"Willis, Jeanne","Barron's Educational Series,",2012,Songs and music
0785145338,"Deadpool. [Vol. 5], What happened in Vegas","Way, Daniel, 1974-","Marvel Pub. Inc.,",2011,books strips etc
0152049002,My little brother,"McPhail, David, 1940-","Harcourt,",2004,Brothers
0399250131,Which shoes would you choose?,"Rosenthal, Betsy R.","G.P. Putnam's Sons,",2010,Juvenile
1402241372,The winter sea,"Kearsley, Susanna, 1966-","Sourcebooks Landmark,",2010,Fiction Women Scotland
0756663148,Star wars. Death Star battles,"Beecroft, Simon","DK Pub.,",2010,Juvenile fiction fiction
006172680X,Before I fall,"Oliver, Lauren, 1982-","Harper,",2010,Juvenile fiction
1906250669,Spooky spooky spooky!,"MacLennan, Cathy","Boxer ; Distributed in the USA by Sterling Pub. Co.,",2009,Juvenile
0060175400,The poisonwood Bible : a novel,"Kingsolver, Barbara","HarperFlamingo,",1998,Congo Democratic Republic
1603090134,Johnny Boo. The best little ghost in the world,"Kochalka, James","Top Shelf,",2008,Comic books strips
030726372X,His illegal self,"Carey, Peter, 1943-","Alfred A. Knopf,",2008,Fiction
1595821627,"Serenity. [2], Better days","Whedon, Joss, 1964-","Dark Horse Books,",2008,books strips
0679760806,The Master & Margarita,"Bulgakov, Mikhail, 1891-1940","Vintage Books,",1996,0
0385730306,The sweet far thing,"Bray, Libba","Delacorte Press,",2007,Juvenile fiction
0786837888,Peter and the secret of Rundoon,"Barry, Dave","Disney Editions/Hyperion Books for Children,",2007,Adventure
1592701825,The tiger who would be king,"Thurber, James, 1894-1961,","Enchanted Lion Books,",2015,Juvenile fiction
1501141597,Matchup,0,"Simon & Schuster,",2017,Fiction Fictitious character
031627397X,Haunted,"Patterson, James, 1947-","Little Brown and Company,",2017,Fiction New York
0764141325,Barron's E-Z math,"Prindle, Anthony","Barrons Educational Series,",2009,Mathematics
1410463737,Leaving time,"Picoult, Jodi, 1966-","Thorndike Press,",2014,Fiction
1250121280,Down a dark road,"Castillo, Linda","Minotaur Books,",2017,Fiction
1476785651,You're never weird on the Internet (almost) : a memoir,"Day, Felicia, 1979-","Touchstone,",2015,United States
159270185X,"Louis I, king of sheep","Tallec, Olivier","Enchanted Lion Books,",2015,Juvenile fiction Kings
1626722250,Puppy!,"Graves, Keith","Roaring Brook Press,",2016,Prehistoric Juvenile fiction
0545310164,The last present,"Mass, Wendy, 1967-","Scholastic Press,",2013,Juvenile fiction Best
1455550612,The black echo,"Connelly, Michael, 1956-","Grand Central Publishing,",2013,Fiction Los Angeles
1484743644,The teacher's pet,"Rissi, Anica Mrose","Disney-HYPERION,",2017,Juvenile fiction Fiction
1250101425,A death by any other name,"Arlen, Tessa.","Minotaur Books,",2017,Fiction
1626725810,Bad Kitty does not like snow,"Bruel, Nick","Roaring Brook Press,",2016,Juvenile fiction Fiction
0374300445,"Four points. Book 2, Knife's edge","Larson, Hope","Margaret Ferguson Books/Farrar Straus Giroux,",2017,Comic books strips
1416979069,C.R. Mudgeon,"Muir, Leslie","Atheneum Books for Young Readers,",2012,Juvenile
0374302014,"We are brothers, we are friends","Penfold, Alexandra","Farrar, Straus, Giroux,",2017,Juvenile fiction Brothers
1501122525,Small admissions : a novel,"Poeppel, Amy,","Emily Bestler Books/Atria,",2016,Fiction New York
1481446835,Mini sweets,"Perelman, Helen","Aladdin,",2017,Juvenile fiction
0316213322,Find spot!,"Previn, Stacey","LB Kids, Little, Brown & Company",2014,Pattern perception Fiction
1476735409,Raven Rock : the story of the U.S. Government's secret plan to save itself-while the rest of us die,"Graff, Garrett M., 1981-","Simon and Schuster,",2017,United States History
1250045371,The children,"Leary, Ann","St. Martin's Press,",2016,Fiction
0425287998,Lily's cat mask,"Fortenberry, Julie, 1956-","Viking,",2017,Juvenile fiction
